Background,Clothing,Ear,Eyes,Face,Hair,Headgear,Mouth,Neck,Offhand,Special,Type,Unnamed: 0,image,name,num
Off White A,Fur Hoodie,,Focused,,Indigo Swept Back,Full Bandana,Closed,,Umbrella,,Human,104.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/104.png,Azuki #104,104
Off White A,White Blazer,,Indifferent,,Indigo Messy,,Face Mask,,Monkey King Staff,,Human,105.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/105.png,Azuki #105,105
Off White D,Light Kimono,,Closed,,Silver Spiky,,Chuckle,,Coin,,Red,106.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/106.png,Azuki #106,106
Off White B,Fur Hoodie,,Bored,,Black Swept Back,Sloth Mask,Meh,,,,Human,107.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/107.png,Azuki #107,107
Off White A,Red Perfecto Jacket,Wireless Earbuds,Meditating,Sleep Mask,Brown Blonde Long,,Long Stubble,,Fan,,Human,108.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/108.png,Azuki #108,108
Off White D,Black Ninja Top,,Relaxed,,Maroon Bob,,Laughing,,Fan,,Human,109.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/109.png,Azuki #109,109
Off White D,Pink Oversized Kimono,Cat,Determined,,Blonde Flowy,Cat Mask,Lipstick,,Red Bean,,Human,110.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/110.png,Azuki #110,110
Off White A,Light Kimono,Wu,Careless,,Black Fluffy,,Relaxed,,,,Human,111.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/111.png,Azuki #111,111
Off White D,Yellow Bikini,,Closed,Sleep Mask,Indigo Ponytail,,Chewing,,Earth,,Human,112.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/112.png,Azuki #112,112
Red,Vest,,Daydreaming,,Black Hairband,IKZ Baseball Cap,Grin,,Coin,,Human,113.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/113.png,Azuki #113,113
Off White C,Red Hoodie,,Pensive,,Gray Samurai,,Not Bad,,Sakura Katana,,Blue,114.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/114.png,Azuki #114,114
Off White C,Azuki Track Jacket,,Hopeful,Black Glasses,Silver Dreadlocks,,Closed,,,,Human,115.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/115.png,Azuki #115,115
Off White C,Red Kimono,,Closed,Round Blue Sunglasses,Long Dreadlocks,,Relaxed,Chain,Coin,,Human,116.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/116.png,Azuki #116,116
Off White A,White Yukata,,Pierced Eyebrow,,Blonde Swept Back,,Meh,,Katana,,Human,117.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/117.png,Azuki #117,117
Off White C,Camo Tech Jacket,,Focused,,Blue Spiky,,Pout,,Umbrella,,Human,118.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/118.png,Azuki #118,118
Cool Gray,Turquoise Kimono,,Amethyst,,Maroon Bob,,Smoking,Zen Headphones,Lantern,,Human,119.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/119.png,Azuki #119,119
Cool Gray,Golden Sloth Kigurumi,,Joyful,,Green Ombre Flowy,,Toothpick,,,,Human,120.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/120.png,Azuki #120,120
Off White C,Red Hoodie,,Determined,,Magenta Messy,,Chuckle,,Golden Shinai,,Human,121.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/121.png,Azuki #121,121
Off White D,Camo Hoodie,,Hopeful,,Magenta Pigtails,,Tactical Knife,,Bean Juice,,Human,122.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/122.png,Azuki #122,122
Off White A,Black Yukata,,Meditating,Eye Scar,Black Disheveled,,Whistling,,Gloves,,Human,123.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/123.png,Azuki #123,123
Dark Purple,White Layered Yukata,,Indifferent,,Blonde Long,,Not Bad,,,,Human,124.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/124.png,Azuki #124,124
Red,Hoshi Jacket,,Focused,Red Bandana,Brown Messy,Frog Mask,Chuckle,,,,Human,125.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/125.png,Azuki #125,125
Off White C,Red Ninja Top,,Joyful,,Indigo Bangs,,Toothpick,,Hand Seal,,Human,126.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/126.png,Azuki #126,126
Cool Gray,Suit with Turtleneck,,Pensive,Round Purple Sunglasses,Black Disheveled,Fur Bucket Hat,Toothpick,Contract Tattoo,,,Human,127.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/127.png,Azuki #127,127
Off White A,Turquoise Kimono with Bow,,Ruby,,Violet Flowy,,Chewing,Chill Headphones,,,Human,128.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/128.png,Azuki #128,128
Off White C,Azuki Tech Jacket,,Curious,,Blonde Swept Back,,Growl,,Katana,,Human,129.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/129.png,Azuki #129,129
Off White D,Plated Samurai Armor,,Closed,,Pink Hairband,Red Panda Mask,Frown,,,,Human,130.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/130.png,Azuki #130,130
Dark Blue,White Qipao with Fur,,Glowing,,Silver Ponytail,,Relaxed,,Zanbato,Lightning,Blue,131.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/131.png,Azuki #131,131
Off White B,Vest,,Concerned,,Magenta Flowy,,Smile,,Monk Staff,,Human,132.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/132.png,Azuki #132,132
Off White C,Sloth Hoodie,,Relaxed,,Brown Bangs,Yellow Kanzashi,Whistling,,,,Human,133.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/133.png,Azuki #133,133
Off White A,Tank Top,,Closed,Sleep Mask,Powder Blue Pigtails,,Tongue Out,,Bat,,Human,134.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/134.png,Azuki #134,134
Off White D,Blue Kimono with Bow,,Red,,Orange Pixie,,Laughing,Towel,Katana,,Human,135.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/135.png,Azuki #135,135
Off White B,Bumblebee Jacket,Sword,Closed,,Violet Flowy,,Smirk,,Zanbato,,Human,136.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/136.png,Azuki #136,136
Red,Sloth Kigurumi,,Pensive,,Teal Long,,Wheat Straw,,Shinai,,Human,137.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/137.png,Azuki #137,137
Off White B,White Blazer,,Focused,,Black Swept Back,,Smirk,,Red Bean,,Human,138.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/138.png,Azuki #138,138
Dark Purple,Black Ninja Top,,Amethyst,,Blonde Bun,Newsboy Cap,Whistling,,,,Human,139.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/139.png,Azuki #139,139
Off White D,Azuki Track Jacket,,Closed,,Silver Swept Back,,Closed,,Floorsweeper,,Human,140.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/140.png,Azuki #140,140
Off White C,Red Hoodie,,Pierced Eyebrow,,Indigo Messy,,Growl,,Fishing Rod,,Human,141.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/141.png,Azuki #141,141
Off White D,Cat Kimono,Cat,Determined,Eye Scar,Brown Flowy,Cat Mask,Lipstick,,Zanbato,,Human,142.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/142.png,Azuki #142,142
Off White D,Cat Hoodie,,Pierced Eyebrow,,Blue Bun,,Frown,,Fan,,Human,143.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/143.png,Azuki #143,143
Dark Purple,Matsuri Happi,,Focused,,Orange Swept Back,,Pout,,Bean Juice,,Human,144.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/144.png,Azuki #144,144
Off White B,Black Yukata,,Indifferent,,Brown Spiky,Red Panda Baseball Cap,Closed,,Banner,,Human,145.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/145.png,Azuki #145,145
Off White A,Red Kimono,,Meditating,,Green Spiky,Chef Headband,Chuckle,Chain,Floorsweeper,,Human,146.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/146.png,Azuki #146,146
Off White B,Tank Top,Hoop,Pierced Eyebrow,Clear Glasses,Silver Flowy,Fur Bucket Hat,Laughing,,Red Bean,,Human,147.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/147.png,Azuki #147,147
Off White A,Hoodie,,Joyful,Red Stripes Face Paint,Powder Blue Pigtails,,Frown,Choker,Floorsweeper,,Human,148.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/148.png,Azuki #148,148
Off White B,Cat Yukata,,Pensive,,Brown Disheveled,,Whistling,,Fan,,Human,149.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/149.png,Azuki #149,149
Off White D,Black Hoodie,,Calm,Round Blue Sunglasses,Blue Hairband,,Lipstick,,Floorsweeper,,Human,150.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/150.png,Azuki #150,150
Cool Gray,Red Panda Kimono,,Ruby,,Long Dreadlocks,,Laughing,,,,Human,151.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/151.png,Azuki #151,151
Red,Alpine Jacket,,Concerned,,Blue Half Bun,,Closed,,Banner,,Human,152.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/152.png,Azuki #152,152
Off White D,Kimono with Jacket,,Careless,,Brown Samurai,,Meh,,Bat,,Human,153.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/153.png,Azuki #153,153
Off White C,White Layered Yukata,,Meditating,Eye Scar,Gray Samurai,,Chuckle,,,,Human,154.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/154.png,Azuki #154,154
Off White C,White T-Shirt,,Closed,,Black Swept Back,,Pout,Beads,Bokken,,Human,155.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/155.png,Azuki #155,155
Red,White T-Shirt,,Chill,,Blue Short Spiky,,Pout,Zen Headphones,Fan,,Human,156.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/156.png,Azuki #156,156
Off White B,Vest,,Chill,Eye Scar,Maroon Half Bun,,Relaxed,,Coin,,Human,157.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/157.png,Azuki #157,157
Off White B,Vegan Mink Coat,,Concerned,,Pink Flowy,,Face Mask,,,,Human,158.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/158.png,Azuki #158,158
Off White B,Tank Top with Jacket,,Striking,,Purple Pigtails,Yellow Kanzashi,Laughing,,Bat,,Human,159.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/159.png,Azuki #159,159
Off White A,Black Ninja Top,,Hopeful,,Blue Bob,,Grin,,Katana,,Human,160.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/160.png,Azuki #160,160
Off White D,Maroon Yukata,,Suspicious,,Silver Dreadlocks,,Not Bad,,,,Blue,161.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/161.png,Azuki #161,161
Off White A,Denim Jacket,,Daydreaming,,Green Ombre Bangs,,Laughing,,,,Blue,162.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/162.png,Azuki #162,162
Red,Sloth Kigurumi,,Determined,,Violet Flowy,,Laughing,,Coin,,Human,163.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/163.png,Azuki #163,163
Off White C,Frog Kimono,,Determined,,Purple Pigtails,,Relaxed,,Coin,,Human,164.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/164.png,Azuki #164,164
Off White C,Light Armor,,Closed,Round Blue Sunglasses,Teal Hairband,,Frown,,,,Human,165.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/165.png,Azuki #165,165
Off White B,Red Ninja Top,Ear Cuffs,Closed,,Dreadlocks,,Chewing,,Leather Katana,,Human,166.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/166.png,Azuki #166,166
Off White C,White T-Shirt,,Curious,,Indigo Swept Back,,420,,Leather Katana,,Human,167.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/167.png,Azuki #167,167
Off White B,Cat Hoodie,,Concerned,,Blue Hairband,,Toothpick,,Sakura Katana,,Human,168.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/168.png,Azuki #168,168
Off White A,Cloud Poncho,,Determined,,Green Ponytail,,Chewing,Chill Headphones,,,Human,169.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/169.png,Azuki #169,169
Off White D,Blue Qipao,,Striking,,Brown Flowy,,Relaxed,,Leather Katana,,Human,170.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/170.png,Azuki #170,170
Off White A,Red Floral Kimono,,Ruby,,Brown Ponytail,,Grass,Beads,Umbrella,,Human,171.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/171.png,Azuki #171,171
Off White C,Black Yukata,,Focused,,Maroon Disheveled,,Meh,Chill Headphones,Katana,,Human,172.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/172.png,Azuki #172,172
Off White A,Red Qipao with Fur,,Relaxed,Reading Glasses,Brown Bangs,,Closed,,,,Human,173.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/173.png,Azuki #173,173
Off White B,Blue Bikini,,Calm,,Pink Flowy,,Closed,,Umbrella,,Human,174.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/174.png,Azuki #174,174
Off White A,Suikan,,Closed,,Brown Samurai,,Meh,,Sakura Katana,,Human,175.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/175.png,Azuki #175,175
Off White B,Red Floral Kimono,,Ruby,,Maroon Bun,,Relaxed,Sneakers,Banner,,Human,176.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/176.png,Azuki #176,176
Off White C,Azuki Sweater,,Hopeful,,Magenta Pigtails,,Surprised,Towel,,,Human,177.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/177.png,Azuki #177,177
Off White B,White Yukata,,Careless,,Teal Long,,Face Mask,,Bokken,,Human,178.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/178.png,Azuki #178,178
Off White C,White Blazer,,Pensive,Round Blue Sunglasses,Blue Half Bun,,Long Stubble,,,,Human,179.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/179.png,Azuki #179,179
Off White D,Maroon Yukata,,Focused,,Indigo Long,Backwards Cap,Gaiter,,,,Human,180.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/180.png,Azuki #180,180
Off White D,White T-Shirt,,Focused,,Blue Half Bun,,Closed,Chill Headphones,,,Human,181.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/181.png,Azuki #181,181
Off White D,Black Yukata,,Closed,Eye Patch,Magenta Messy,Horns,Smirk,,,,Human,182.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/182.png,Azuki #182,182
Off White B,Green Yukata,,Meditating,Round Purple Sunglasses,Blonde Messy,,Meh,,Sakura Katana,,Human,183.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/183.png,Azuki #183,183
Off White B,White Yukata,,Indifferent,,Indigo Swept Back,,420,Zen Headphones,,,Human,184.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/184.png,Azuki #184,184
Off White D,Rain Jacket,,Hopeful,,Black Pigtails,,Tactical Knife,,,,Human,185.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/185.png,Azuki #185,185
Off White D,Sloth Yukata,,Focused,,Powder Blue Disheveled,,Meh,,Monkey King Staff,,Human,186.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/186.png,Azuki #186,186
Red,Azuki Track Jacket,,Determined,Red Fang Face Paint,Teal Bob,,Lipstick,,Katana,,Human,187.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/187.png,Azuki #187,187
Off White C,Hoodie,Hoop,Ruby,,Magenta Pigtails,,Lipstick,Choker,,,Human,188.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/188.png,Azuki #188,188
Off White D,Denim Jacket,,Curious,,Maroon Short Spiky,,Face Mask,,Zanbato,,Human,189.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/189.png,Azuki #189,189
Off White B,Azuki Track Jacket,,Closed,,Black Bangs,Ayaigasa,Lipstick,,Fan,,Human,190.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/190.png,Azuki #190,190
Off White D,Blue Kimono,,Closed,Sleep Mask,Brown Blonde Long,,Relaxed,,Skateboard,,Human,191.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/191.png,Azuki #191,191
Off White A,Azuki Tech Jacket,,Relaxed,,Magenta Flowy,Cat Mask,Smirk,,,,Human,192.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/192.png,Azuki #192,192
Off White D,Vest,,Relaxed,,Violet Flowy,,Frown,,Bat,,Human,193.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/193.png,Azuki #193,193
Off White B,Cat T-Shirt,,Amethyst,,Brown Flowy,,Frown,,Coin,,Human,194.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/194.png,Azuki #194,194
Off White B,Tank Top,,Bored,Eye Scar,Purple Spiky,,Grass,,Shinai,,Human,,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/195.png,Azuki #195,195
Off White A,Maroon Yukata,,Bored,Reading Glasses,Indigo Swept Back,,Not Bad,,Lantern,,Human,196.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/196.png,Azuki #196,196
Off White B,Tank Top with Jacket,,Calm,Red Fang Face Paint,Purple Half Bun,,Closed,,,,Human,197.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/197.png,Azuki #197,197
Off White A,Pink Oversized Kimono,,Amethyst,,Indigo Bangs,,Laughing,Chill Headphones,,,Human,198.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/198.png,Azuki #198,198
Red,Hawaiian Shirt,,Joyful,,Orange Pixie,,Surprised,,Bean Juice,,Human,199.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/199.png,Azuki #199,199
Off White D,Blue Bomber,,Calm,,Green Flowy,,Chewing,,Sake,,Human,200.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/200.png,Azuki #200,200
Off White A,Kung Fu Shirt,,Curious,,Teal Messy,,Chuckle,Cat Headphones,,,Human,201.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/201.png,Azuki #201,201
Red,Turquoise Kimono with Bow,,Ruby,,Purple Pigtails,Red Panda Headband,Smile,,,,Human,202.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/202.png,Azuki #202,202
Off White C,Archer,,Chill,Black Glasses,Blue Samurai,,Pout,,Shinai,,Human,203.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/203.png,Azuki #203,203
Red,Azuki Tech Jacket,,Suspicious,Red Fang Face Paint,Gray Samurai,Cat Mask,Grass,,Bat,,Red,204.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/204.png,Azuki #204,204
Off White C,Kimono with Straw Hat,,Indifferent,,Magenta Messy,,Bubble Gum,,Leather Katana,,Human,205.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/205.png,Azuki #205,205
Off White A,Turquoise Kimono,,Joyful,,Purple Bun,,Closed,,,,Human,206.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/206.png,Azuki #206,206
Off White C,Turquoise Kimono,,Striking,,Black Teal Bangs,Red Panda Beanie,Frown,,,,Human,207.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/207.png,Azuki #207,207
